state_id,analogue,class,support,conflict,lam,uncertainty,consensus_cells,consensus_patients,consensus_datasets,consensus_cell_type_counts,consensus_candidate_reason_counts,consensus_source_author_style_counts,consensus_source_formal_signature_counts,consensus_known_marker_combo_ge2_cells,consensus_doublet_predicted_cells,consensus_mean_doublet_score,consensus_candidate_annotation_matched_cells,atlas_parent_state,atlas_substate_role,atlas_loo_patient_support,atlas_loo_dataset_support,atlas_full_reference_baseline_jaccard,atlas_loo_additional_loss,atlas_mean_matched_jaccard,atlas_dataset_coverage,atlas_normal_distance,atlas_boundary_connectivity,atlas_upstream_program_correspondence,atlas_novel_or_unexplained,atlas_de_genes,atlas_program_signal,atlas_structural_stability,atlas_biological_reproducibility,atlas_patient_direction_concordance,atlas_patient_coverage,atlas_continuous_evidence_score,repro_supported_patients,repro_patient_coverage,repro_dataset_coverage,repro_structural_stability,repro_direct_within_coassignment,repro_mean_loo_recovery,repro_mean_full_reference_baseline_jaccard,repro_mean_loo_additional_loss,repro_mean_dataset_loo_recovery,repro_biological_reproducibility,repro_patient_direction_concordance,repro_de_support_fraction,repro_effect_size_support_fraction,repro_de_genes,identity_cells,identity_LAM_core_fraction,identity_LAM_boundary_fraction,identity_non_LAM_like_fraction,identity_author_supported_fraction,identity_median_LAM_identity_score,identity_dominant_competing_lineage,identity_competing_lineage_counts,audit_cells,audit_author_style_cells,audit_formal_signature_cells,audit_author_or_formal_fraction,audit_marker_combo_candidate_cells,audit_marker_combo_fraction,audit_dominant_marker_combinations,audit_FIGF_VEGFD_duplicate_pass_cells,audit_FIGF_VEGFD_duplicate_pass_fraction,audit_FIGF_VEGFD_duplicate_pass_fraction_among_marker_combo,audit_median_detected_marker_count,audit_fraction_supported_only_by_1_UMI_detections,audit_only_1_UMI_marker_combo_cells,audit_original_ge2_but_alias_corrected_lt2_cells,audit_datasets,audit_patients,top_program_deltas,top_DE_markers
11,rare fibroblast/HOX-hormone-like state,insufficient evidence,"Three cells; HOX/PBX, hormone and TGFβ programs.",Single dataset and no biological replication.,No reliable LAM conclusion.,Very high.,3,1,1,"{""unknown"": 3}","{""known_marker_combo_and_marker_support"": 3}","{""False"": 3}","{""False"": 3}",3,0,,3,1,substate,6.833333333333333,0.0037230273726391,0.0036123685422498,0.0002870117343324,0.0032169011993569,1,,,mTOR_translation;HOX_PBX;hormone_related;TGFbeta_fibroblast;hypoxia_stress,False,0,0.6339747345815092,0.4719788426043272,0.0,,0.0,0.1583985812678947,0.0,0.0,0.0,0.4719788426043272,0.9407407840092976,0.0032169011993569,0.0035358493423839,0.000318948143027,0.0037230273726391,0.0,,0.0,0.0,0.0,3,0.0,0.3333333333333333,0.6666666666666666,0.0,1.3504643440246582,fibroblast,"{""endothelial"": 1, ""fibroblast"": 2}",3,0,0,0.0,3,1.0,"{""ESR1 + CTSK"": 1, ""MITF + ACTA2 + ESR1"": 1, ""PMEL + MITF + ESR1"": 1}",0,0.0,0.0,3.0,0.0,0,0,1,1,HOX_PBX=0.495; hormone_related=0.359; TGFbeta_fibroblast=0.311; LAF_niche=0.186; normal_lung_interstitial=0.132,
12,endothelial/lymphatic endothelial-like,relatively clear normal-lineage analogue,"MMRN1, TM4SF18, SELE, STAB2, CCL21 and FLT4; Stage22 dominant adjacent direction is endothelial.",Some LAM-myogenic/normal-interstitial programs overlap and high-recall candidate selection contributes to inclusion.,Not LAM-core; current branch null supports ordinary lineage adjacency.,Moderate; endothelial and lymphatic components are not separated into new states.,605,9,4,"{""unknown"": 605}","{""known_marker_combo_and_marker_support"": 605}","{""False"": 605}","{""False"": 605}",605,1,0.0917295510067664,605,1,substate,9.0,0.4450131923656742,0.9254116224465916,0.4565565714836198,0.4768023371620709,4,3.4094918755908146,2.027136258660508,mTOR_translation;macrophage_TREM2_TYROBP;normal_lung_interstitial;lineage_uterine_smooth_muscle;LAM_myogenic_contractile,False,16576,0.5291801700748494,0.681160600023974,0.3264022951522951,0.7245012870012869,0.4166666666666667,0.5522166298349067,5.0,0.4166666666666667,4.0,0.681160600023974,0.8855188628858771,0.4768023371620709,0.9257032994823444,0.4489009623202737,0.4450131923656742,0.3264022951522951,0.7245012870012869,0.0281129343629343,0.2265926640926641,16576.0,605,0.0066115702479338,0.6148760330578512,0.3785123966942149,0.0,1.0969488620758057,endothelial,"{""AT2"": 45, ""ciliated"": 90, ""endothelial"": 167, ""fibroblast"": 152, ""macrophage"": 96, ""mesothelial"": 55}",605,0,0,0.0,605,1.0,"{""MITF + ACTA2"": 49, ""MITF + ACTA2 + ESR1"": 26, ""MITF + CTSK"": 89, ""MITF + ESR1"": 143, ""MITF + ESR1 + CTSK"": 47}",0,0.0,0.0,2.0,0.2644628099173554,160,0,4,9,IL6_AT2_repair=0.170; hormone_related=0.154; TGFbeta_fibroblast=0.130; HOX_PBX=0.055; biomarker_VEGFD_PMEL_CCL14_MMP8=-0.024,"MMRN1(4.53), TM4SF18(4.35), SELE(4.35), UNC5A(4.26), STAB2(4.15), CCL21(4.05), FLT4(3.95), SCN3B(3.76)"
13,rare HOX/CORE3-mixed substate,insufficient evidence,Six cells; HOX/PBX and CORE3_identity signals.,"Only three datasets, no patient-level DE support and mixed programs.",A possible LAM-like signal cannot be separated from sampling noise.,Very high.,6,3,3,"{""unknown"": 6}","{""known_marker_combo_and_marker_support"": 6}","{""False"": 6}","{""False"": 6}",6,0,,6,2,substate,6.0,0.006887645703124,0.00957339164622,0.0014690497959576,0.0085099072326417,3,,,macrophage_TREM2_TYROBP;HOX_PBX;hormone_related;CORE3_identity;LAF_niche,False,0,0.3909290800170369,0.3388228531216182,0.0,,0.0,0.1157775867847533,0.0,0.0,0.0,0.3388228531216182,0.6691357990105947,0.0085099072326417,0.0095542479183023,0.0010443406856605,0.006887645703124,0.0,,0.0,0.0,0.0,6,0.1666666666666666,0.5,0.3333333333333333,0.0,3.0558109283447266,endothelial,"{""endothelial"": 3, ""fibroblast"": 3}",6,0,0,0.0,6,1.0,"{""MITF + ACTA2"": 1, ""MITF + ACTA2 + ESR1 + VEGFD + CTSK"": 1, ""MITF + ESR1 + CTSK"": 1, ""PMEL + MLANA + MITF + ACTA2 + ESR1 + CTSK"": 1, ""VEGFD + CTSK"": 1}",0,0.0,0.0,3.5,0.3333333333333333,2,0,3,3,HOX_PBX=0.387; hormone_related=0.266; CORE3_identity=0.251; cell_cycle=0.100; TGFbeta_fibroblast=0.079,
14,rare LAM-myogenic/contractile-like substate,insufficient evidence,"Three cells with high LAM-myogenic, uterine-smooth, CORE1 and CORE3 program deltas.","One dataset, no patient support and no formal DE replication.","Interesting LAM-like signal, but not a reproducible state claim.",Very high.,3,1,1,"{""unknown"": 3}","{""known_marker_combo_and_marker_support"": 3}","{""False"": 3}","{""False"": 3}",3,0,,3,4,substate,6.25,0.0139105861433923,0.0056365505913976,-0.0024708868036809,0.0065247604637203,1,,,LAM_myogenic_contractile;lineage_uterine_smooth_muscle;CORE1;MDK_dormancy_persistence;mTOR_translation,False,0,1.8935490796023904,0.4193117513949105,0.0,,0.0,0.1419455039528769,0.0,0.0,0.0,0.4193117513949105,0.8320987423261007,0.0065247604637203,0.0053625406232957,-0.0011622198404245,0.0139105861433923,0.0,,0.0,0.0,0.0,3,0.0,0.3333333333333333,0.6666666666666666,0.0,5.859469413757324,fibroblast,"{""ciliated"": 1, ""fibroblast"": 2}",3,0,0,0.0,3,1.0,"{""PMEL + MITF + ACTA2 + CTSK"": 1, ""PMEL + MITF + ACTA2 + ESR1 + CTSK"": 1, ""PMEL + MITF + ACTA2 + FIGF + CTSK"": 1}",0,0.0,0.0,5.0,0.0,0,0,1,1,LAM_myogenic_contractile=1.894; lineage_uterine_smooth_muscle=1.894; CORE1=1.374; MDK_dormancy_persistence=0.875; mTOR_translation=0.765,
15,LAM-rich contractile/mesenchymal candidate; provisional LAM-core anchor,LAM-associated candidate,200 cells; 7 patients/4 datasets; LAMCORE median 0.5125 in Stage18; CORE1/CORE3/LAM-myogenic/ECM programs; 49 author-style cells where author labels are available; removal of LAM1163 leaves 73 cells and LAMCORE median 0.4683.,LAM1163 contributes 127/200 with 6.8301-fold composition enrichment; author labels are available only in GSE135851; Stage11 biological reproducibility is 0.374758; Stage18 did not formally upgrade the anchor.,"Strongest LAM-rich state in this project, but still a provisional reference candidate rather than a diagnostic classifier or formal cross-patient anchor.",Moderate-to-high due to patient composition and incomplete independent author annotation.,200,7,4,"{""unknown"": 200}","{""author_or_formal_candidate"": 49, ""known_marker_combo_and_marker_support"": 151}","{""False"": 151, ""True"": 49}","{""False"": 200}",200,0,0.0930081280084333,200,2,substate,5.583333333333333,0.667230975103775,0.9953982122233648,0.2969313111611196,0.7088788763817352,4,3.981922298007541,4.0,LAM_myogenic_contractile;lineage_uterine_smooth_muscle;CORE1;CORE3_identity;ECM_remodeling,False,14208,2.0512894581427625,0.8541110574273367,0.37475757007007,0.709647147147147,0.4166666666666667,0.6618486627565723,5.0,0.4166666666666667,4.0,0.8541110574273367,0.9993432384729384,0.7088788763817352,0.9952714225020722,0.2863925461203369,0.667230975103775,0.37475757007007,0.709647147147147,0.0175253378378378,0.3971002252252252,14208.0,200,0.07,0.01,0.92,0.245,8.71738338470459,fibroblast,"{""AT2"": 2, ""ciliated"": 2, ""fibroblast"": 195, ""macrophage"": 1}",200,49,0,0.245,151,0.755,"{""PMEL + ACTA2 + ESR1 + CTSK"": 20, ""PMEL + ACTA2 + FIGF + CTSK"": 16, ""PMEL + MITF + ACTA2 + CTSK"": 32, ""PMEL + MITF + ACTA2 + ESR1 + CTSK"": 41, ""PMEL + MITF + ACTA2 + ESR1 + FIGF + CTSK"": 16}",0,0.0,0.0,4.0,0.0,0,0,4,7,LAM_myogenic_contractile=2.051; lineage_uterine_smooth_muscle=2.051; CORE1=1.456; CORE3_identity=1.145; ECM_remodeling=1.035,"HTN3(7.12), MMP11(6.47), PAGE4(6.25), PGM5-AS1(6.25), HOXA11(6.10), EMX2(5.64), PLAT(5.63), SFRP1(5.54)"
16,LAM-like to immune/T-NK transitional candidate,mixed or transitional,"396 cells; CORE1/CORE3/LAM-myogenic programs; State22 independent LAMCORE slope -0.023659, CORE3 slope -0.216772, 10 patients/4 datasets, matched-null p=0.025948; 74 author-style cells where assayed.",Only 7 patients meet the Stage22 per-patient branch criterion; immune signal is heterogeneous and upstream cell_type is unknown; Stage11 biological reproducibility 0.323088.,The only current local direction labeled LAM_to_lineage_transition_candidate; not a confirmed temporal transition.,High; may be a mixed state or a local LAM-preserving direction.,396,10,4,"{""unknown"": 396}","{""author_or_formal_candidate"": 74, ""known_marker_combo_and_marker_support"": 322}","{""False"": 322, ""True"": 74}","{""False"": 396}",396,0,0.0299408626066445,396,2,substate,7.083333333333333,0.7525242052334138,0.9540137255460376,0.2282215586924385,0.7168814873936604,4,3.615899055775924,2.10932944606414,LAM_myogenic_contractile;lineage_uterine_smooth_muscle;CORE1;CORE3_identity;macrophage_TREM2_TYROBP,False,17055,1.2855321303867682,0.7196327799664204,0.3230880484706342,0.5967047786572852,0.5833333333333334,0.5890767736220001,7.0,0.5833333333333334,4.0,0.7196327799664204,0.7223840725391802,0.7168814873936604,0.9537429583949972,0.2368614710013365,0.7525242052334138,0.3230880484706342,0.5967047786572852,0.0310172969803576,0.3415420697742597,17055.0,396,0.3762626262626262,0.2575757575757575,0.3661616161616162,0.1868686868686868,4.902379035949707,fibroblast,"{""AT2"": 59, ""ciliated"": 38, ""endothelial"": 14, ""fibroblast"": 239, ""macrophage"": 27, ""mesothelial"": 19}",396,74,0,0.1868686868686868,322,0.8131313131313131,"{""ACTA2 + CTSK"": 97, ""MITF + ACTA2"": 21, ""MITF + ACTA2 + ESR1"": 20, ""PMEL + ACTA2"": 23, ""PMEL + ACTA2 + CTSK"": 55}",0,0.0,0.0,2.5,0.1211180124223602,39,0,4,10,LAM_myogenic_contractile=1.286; lineage_uterine_smooth_muscle=1.286; CORE1=0.948; CORE3_identity=0.696; CORE2=0.220,"PCP4(5.73), HOXC10(5.42), TMEM196(5.32), CD3G(5.16), LINC00906(4.99), OR2L5(4.98), LINC00402(4.95), FABP7(4.94)"
17,"mesothelial/secretory epithelial-like, uncertain",mixed or uncertain,"121 cells; ITLN1, CALB2, CPB1, CPA4 and ANXA8 among top markers; mTOR/ECM/inflammatory programs.","Only 3 supported patients, 3 datasets, and the marker profile is not a single clean mesothelial signature.",No evidence for LAM-core; shared ECM/inflammatory signals are non-specific.,High.,121,5,3,"{""unknown"": 121}","{""known_marker_combo_and_marker_support"": 121}","{""False"": 121}","{""False"": 121}",121,0,0.0781731577472681,121,5,substate,3.1666666666666665,0.7284811097992916,0.9040773998199076,0.0502148695802265,0.8956563370531438,3,3.6002033286624484,1.107981220657277,mTOR_translation;ECM_remodeling;IS_inflammatory;normal_lung_interstitial;macrophage_TREM2_TYROBP,False,13716,1.1629385315604828,0.9131796417279768,0.4048718447231132,0.778336735685817,0.25,0.7480111397975128,3.0,0.25,1.0,0.9131796417279768,0.9307029464028098,0.8956563370531438,0.9503237870070714,0.0546674499539274,0.7284811097992916,0.4048718447231132,0.778336735685817,0.094925634295713,0.3413531641878098,13716.0,121,0.0,0.0,1.0,0.0,-0.8842808604240417,mesothelial,"{""fibroblast"": 44, ""mesothelial"": 77}",121,0,0,0.0,121,1.0,"{""ACTA2 + CTSK"": 80, ""ACTA2 + ESR1 + CTSK"": 4, ""MITF + ACTA2"": 6, ""MITF + ACTA2 + CTSK"": 10, ""MITF + CTSK"": 11}",0,0.0,0.0,2.0,0.2809917355371901,34,0,3,5,mTOR_translation=1.163; ECM_remodeling=0.857; IS_inflammatory=0.509; normal_lung_interstitial=0.499; hypoxia_stress=0.376,"TMEM151A(10.01), CALB2(9.95), ITLN1(9.90), CPB1(9.45), IL20(8.81), BNC1(8.39), CPA4(8.19), ANXA8(8.02)"
18,pericyte/VSMC/smooth-muscle-like,relatively clear normal-lineage analogue,"COX4I2, FOXC2, CASQ2, KCNA5, FHL5 and HIGD1B; high uterine-smooth/LAM-myogenic and CORE1 signal; strong structural stability 0.940033.","LAM and smooth-muscle programs overlap biologically, so ACTA2/myogenic signal alone cannot identify LAM; State18 did not meet the direct-connection branch rule.",Important LAM mimic/comparator; current evidence favors ordinary VSMC/pericyte adjacency rather than a LAM branch.,Moderate.,174,9,4,"{""unknown"": 174}","{""known_marker_combo_and_marker_support"": 174}","{""False"": 174}","{""False"": 174}",174,0,0.0543482094012096,174,2,substate,7.333333333333333,0.9542279649836471,0.9652329643112648,0.0463001300807155,0.9071677906461834,4,3.0232627917980324,1.3327085285848173,lineage_uterine_smooth_muscle;LAM_myogenic_contractile;CORE1;mTOR_translation;macrophage_TREM2_TYROBP,False,13690,2.437395444632767,0.9400330318823972,0.4089603116630143,0.7612856099342585,0.6666666666666666,0.7543616860314634,8.0,0.6666666666666666,4.0,0.9400330318823972,0.972898273118611,0.9071677906461834,0.9655923631051282,0.0584245724589449,0.9542279649836471,0.4089603116630143,0.7612856099342585,0.0640613586559532,0.4015339663988312,13690.0,174,0.0689655172413793,0.396551724137931,0.5344827586206896,0.0,2.1884894371032715,fibroblast,"{""AT2"": 7, ""ciliated"": 6, ""endothelial"": 4, ""fibroblast"": 156, ""mesothelial"": 1}",174,0,0,0.0,174,1.0,"{""ACTA2 + CTSK"": 89, ""ACTA2 + ESR1"": 6, ""ACTA2 + VEGFD"": 4, ""MITF + ACTA2"": 50, ""MITF + ACTA2 + CTSK"": 12}",0,0.0,0.0,2.0,0.0459770114942528,8,0,4,9,lineage_uterine_smooth_muscle=2.437; LAM_myogenic_contractile=2.437; CORE1=1.934; mTOR_translation=0.590; ECM_remodeling=0.287,"AC093390.1(8.55), CASQ2(8.41), KCNA5(8.39), COX4I2(7.38), FHL5(7.36), HIGD1B(7.36), FOXC2(7.30), ATP1A2(6.96)"
19,undetermined rare interstitial/hormone-like substate,insufficient evidence,"Two cells; hormone, normal-interstitial and LAF programs.","Two patients, two datasets and no biological replication.",Cannot establish LAM relationship.,Very high.,2,2,2,"{""unknown"": 2}","{""known_marker_combo_and_marker_support"": 2}","{""False"": 2}","{""False"": 2}",2,0,,2,3,substate,9.166666666666666,0.0018799926181834,0.0021805944543931,0.000460091334426,0.001667339953895,2,,,mTOR_translation;hormone_related;normal_lung_interstitial;macrophage_TREM2_TYROBP;LAF_niche,False,0,0.7444204024150808,0.4063892162606694,0.0,,0.0,0.1360188520715214,0.0,0.0,0.0,0.4063892162606694,0.8111110925674438,0.001667339953895,0.0019371885849288,0.0002698486310338,0.0018799926181834,0.0,,0.0,0.0,0.0,2,0.0,0.0,1.0,0.0,0.8867878913879395,fibroblast,"{""fibroblast"": 2}",2,0,0,0.0,2,1.0,"{""MITF + ACTA2 + ESR1"": 1, ""MITF + ESR1"": 1}",0,0.0,0.0,2.5,0.0,0,0,2,2,hormone_related=0.642; normal_lung_interstitial=0.596; LAF_niche=0.578; TGFbeta_fibroblast=0.452; ECM_remodeling=0.408,
20,fibroblast/lung interstitial-like,relatively clear normal-lineage analogue,"PI16, SFRP2, SCARA5, MYOC, DPT, C7, COMP and CXCL14; normal-lung-interstitial/LAF/ECM programs; Stage22 ordinary lineage adjacency.",Macrophage/MDK/LAM-myogenic shared programs and candidate enrichment can blur boundaries.,Not LAM-core; a principal normal interstitial/fibroblast comparator.,Low-to-moderate for broad analogue; fibroblast subtype not resolved.,756,10,4,"{""unknown"": 756}","{""author_or_formal_candidate"": 12, ""known_marker_combo_and_marker_support"": 744}","{""False"": 744, ""True"": 12}","{""False"": 756}",756,0,0.0787703898597184,756,3,substate,7.333333333333333,0.8945780616743703,0.9811499787236012,0.0857225257335982,0.8957105834285474,4,3.2406475835121595,1.313299232736573,normal_lung_interstitial;LAF_niche;ECM_remodeling;macrophage_TREM2_TYROBP;MDK_dormancy_persistence,False,16805,1.70088103454193,0.9125450360451768,0.4207180402657939,0.656501041356739,0.6666666666666666,0.7213686752740642,8.0,0.6666666666666666,4.0,0.9125450360451768,0.9293794886618064,0.8957105834285474,0.9814787486851378,0.0857681652565905,0.8945780616743703,0.4207180402657939,0.656501041356739,0.2701576911633442,0.3354953882772984,16805.0,756,0.0,0.0092592592592592,0.9907407407407408,0.0158730158730158,0.0721078291535377,fibroblast,"{""ciliated"": 4, ""endothelial"": 1, ""fibroblast"": 750, ""macrophage"": 1}",756,12,0,0.0158730158730158,744,0.984126984126984,"{""ACTA2 + CTSK"": 149, ""ESR1 + CTSK"": 60, ""MITF + ACTA2 + CTSK"": 56, ""MITF + CTSK"": 87, ""MITF + ESR1"": 63}",0,0.0,0.0,2.0,0.2513440860215054,187,0,4,10,normal_lung_interstitial=1.701; LAF_niche=1.607; ECM_remodeling=0.996; MDK_dormancy_persistence=0.396; mTOR_translation=0.375,"PI16(7.90), SFRP2(7.75), SCARA5(6.78), MYOC(6.77), DPT(6.58), C7(6.37), COMP(6.09), CXCL14(5.97)"
